Station_number,Station_name,Region,rainfall,Mean,Percentile,Years_of_data,latitude,longitude,Elevation
96070,HERMITAGE (SHANNON RIVER),TAS,425.8,535.0,-1.0,16,-42.26,146.88,500
96081,POATINA,TAS,649.8,777.8,-1.0,17,-41.80,146.96,312
96083,THE DEN,TAS,511.8,651.7,-1.0,11,-41.98,147.05,526
97000,CAPE SORELL,TAS,987.6,1295.8,6.7,91,-42.20,145.17,19
97006,LAKE MARGARET DAM,TAS,3014.6,3552.1,10.1,100,-41.99,145.57,665
97020,LAKE MARGARET POWER STATION,TAS,2423.6,2940.0,6.6,77,-42.00,145.54,320
97024,WARRA,TAS,1665.4,1719.2,-1.0,16,-43.06,146.70,495
97047,SAVAGE RIVER MINE,TAS,1643.4,1921.3,5.4,38,-41.49,145.21,352
97054,ZEEHAN (WEST COAST PIONEERS MUSEUM),TAS,1889.7,2353.5,2.1,48,-41.88,145.34,175
97072,STRAHAN AERODROME,TAS,1370.0,1525.4,20.7,30,-42.16,145.29,21
97080,LOW ROCKY POINT,TAS,1151.8,1304.8,14.3,22,-42.98,145.50,34
97083,SCOTTS PEAK DAM,TAS,1370.0,1846.6,0.0,20,-43.04,146.27,408
97085,MOUNT READ,TAS,3014.8,3789.3,-1.0,13,-41.84,145.54,1120
97091,QUEENSTOWN (SOUTH QUEENSTOWN),TAS,2193.2,2490.6,19.1,22,-42.10,145.55,118
97092,STRAHAN (ANDREW STREET),TAS,1451.6,1596.2,-1.0,11,-42.15,145.32,10
98000,CITY OF MELBOURNE BAY,TAS,865.6,1040.9,8.9,91,-40.01,144.11,18
98017,KING ISLAND AIRPORT,TAS,647.0,844.3,6.8,45,-39.88,143.89,35
99005,FLINDERS ISLAND AIRPORT,TAS,561.0,734.3,9.2,77,-40.09,148.00,9
99014,MEMANA (BABEL FARM),TAS,656.4,762.2,29.6,55,-40.02,148.18,12
99015,WHITEMARK POST OFFICE,TAS,532.8,709.6,4.1,50,-40.12,148.02,5
109501,MOUNT WILLIAM,WA,1051.6,1190.3,-1.0,17,-32.94,116.02,484
109507,FERGUSON VALLEY ALERT,WA,875.0,759.8,-1.0,15,-33.44,115.85,160
109508,DOYLE ROAD CB1,WA,732.6,665.0,-1.0,15,-33.74,115.34,33
109509,CHAPMAN HILL ROAD CB2,WA,835.8,722.4,-1.0,16,-33.74,115.35,29
109511,PORONGURUPS,WA,862.2,766.7,-1.0,15,-34.66,117.89,250
109513,MUMBALLUP ORGANICS,WA,787.8,744.5,-1.0,10,-33.54,116.12,246
109516,BODDINGTON NORTH,WA,500.4,526.2,-1.0,12,-32.78,116.48,216
109518,PRESTON VALE VINEYARD,WA,577.4,693.3,-1.0,8,-33.56,116.04,109
109519,VASSE,WA,880.5,740.8,-1.0,7,-33.69,115.29,-999
109521,WITCHCLIFFE WEST,WA,1069.2,839.3,-1.0,3,-34.03,115.06,85
123700,INGLEWOOD,SA,567.0,698.5,-1.0,15,-34.81,138.77,372
140007,REDLAND (ALEXANDRA HILLS),QLD,1913.0,1257.4,-1.0,9,-27.54,153.24,51
140008,CANUNGRA (DEFENCE),QLD,1268.6,1451.4,-1.0,5,-28.04,153.19,108
140009,GREENBANK (DEFENCE),QLD,1444.0,1155.9,-1.0,7,-27.69,152.99,42
140010,TIN CAN BAY (DEFENCE),QLD,1802.2,1571.8,-1.0,7,-25.94,152.96,31
200001,MIDDLE PERCY ISLAND,QLD,1296.4,1122.7,75.0,21,-21.66,150.27,209
200100,VARANUS ISLAND,WA,375.8,235.1,86.4,23,-20.66,115.58,24
200283,WILLIS ISLAND,QLD,1225.0,1100.4,66.3,99,-16.29,149.97,9
200284,COCOS ISLAND AIRPORT,WA,2589.0,1975.3,87.1,117,-12.19,96.83,3
200288,NORFOLK ISLAND AERO,NSW,1374.0,1262.6,65.5,120,-29.04,167.94,112
200389,LORD HOWE ISLAND (MILKY WAY),NSW,1618.6,1513.3,-1.0,17,-31.52,159.06,5
200731,POINT FAWCETT,NT,2029.2,1562.5,83.3,25,-11.76,130.03,7
200786,CAPE WESSEL,NT,1760.8,1310.2,85.2,28,-11.00,136.76,18
200790,CHRISTMAS ISLAND AERO,WA,2747.2,2185.4,81.4,44,-10.45,105.69,261
200838,HOGAN ISLAND,TAS,473.2,607.8,-1.0,18,-39.22,146.98,116
300004,MACQUARIE ISLAND,ANT,1210.5,1007.9,93.1,73,-54.50,158.94,6
300017,CASEY,ANT,216.0,220.6,42.1,20,-66.28,110.52,40
