Station_number,Station_name,Region,rainfall,Mean,Percentile,Years_of_data,latitude,longitude,Elevation
83000,ARCHERTON,VIC,1143.0,1349.3,21.1,72,-36.91,146.24,907
83001,OVENS RIVER @ HARRIETVILLE,VIC,1283.2,1285.3,-1.0,15,-36.88,147.06,-999
83010,EUROBIN,VIC,939.8,1145.3,19.8,97,-36.63,146.86,266
83019,MANSFIELD (POST OFFICE),VIC,487.8,703.3,4.3,117,-37.05,146.09,316
83024,MOUNT BULLER,VIC,1326.8,1564.6,12.5,33,-37.15,146.44,1707
83032,WHITLANDS (BURDER\'S LANE),VIC,1264.4,1397.5,35.2,92,-36.85,146.32,816
83055,DINNER PLAIN (MOUNT HOTHAM AIRPORT),VIC,779.2,820.4,37.5,25,-37.05,147.33,1295
83058,HALLS (BUCKLAND RIVER AT TWELVE MILE),VIC,1274.6,1153.1,-1.0,18,-36.85,146.86,500
83079,LAKE BUFFALO,VIC,412.6,1024.5,2.2,47,-36.71,146.67,296
83084,FALLS CREEK,VIC,1468.0,1364.2,66.7,25,-36.87,147.28,1765
83085,MOUNT HOTHAM,VIC,1455.4,1485.0,54.2,25,-36.98,147.13,1849
83090,OMEO,VIC,563.4,670.0,-1.0,19,-37.10,147.60,690
83091,JAMIESON LICOLA RD,VIC,891.1,1084.7,21.1,20,-37.30,146.15,340
83093,MT SUNDAY,VIC,959.8,1192.3,-1.0,8,-37.34,146.42,1420
83094,HOWITT PLAINS (HIGH RIDGE),VIC,1479.8,1394.3,-1.0,6,-37.22,146.60,1600
83095,ANGLERS REST (BUNDARRAH VALLEY),VIC,733.5,826.3,-1.0,14,-37.00,147.41,795
84003,BRUTHEN (POST OFFICE),VIC,699.7,742.1,43.5,116,-37.71,147.83,22
84015,ENSAY,VIC,794.6,708.1,73.5,114,-37.38,147.84,240
84016,GABO ISLAND LIGHTHOUSE,VIC,882.2,921.8,46.7,123,-37.57,149.92,15
84023,MARLO,VIC,741.8,767.4,47.7,45,-37.79,148.55,42
84084,MALLACOOTA,VIC,1123.4,954.1,77.8,46,-37.60,149.73,22
84118,WONNANGATTA RIVER @ WATERFORD,VIC,894.2,711.4,85.0,21,-37.49,147.17,200
84126,SNOWY RIVER AT MCKILLOPS BRIDGE,VIC,522.4,561.0,-1.0,13,-37.08,148.41,-999
84128,WEERAGUA (CANN RIVER (EAST BRANCH) AT CH,VIC,1141.4,792.2,-1.0,11,-37.36,149.21,240
84140,NICHOLSON WINERY,VIC,700.6,710.1,45.2,32,-37.80,147.76,42
84142,GELANTIPY,VIC,780.6,793.6,48.3,30,-37.22,148.26,755
84143,COMBIENBAR AWS,VIC,1020.4,1011.9,56.5,24,-37.34,149.02,640
84144,MOUNT NOWA NOWA,VIC,666.6,833.9,22.2,28,-37.69,148.09,350
84145,ORBOST,VIC,785.4,770.1,47.4,20,-37.69,148.47,63
84147,BAIRNSDALE (MITCHELL RIVER @ ROSEHILL),VIC,581.0,648.3,35.0,21,-37.82,147.57,20
84150,LAKES ENTRANCE (EASTERN BEACH ROAD),VIC,677.8,721.4,-1.0,18,-37.87,148.01,4
85007,BALOOK,VIC,1369.4,1436.4,47.8,24,-38.43,146.54,585
85009,TRARALGON EPA,VIC,552.6,634.6,22.7,23,-38.20,146.53,-999
85021,MOUNT USEFUL,VIC,1261.4,1096.2,-1.0,10,-37.70,146.52,1440
85033,GIFFARD,VIC,404.2,559.1,4.6,109,-38.42,147.09,15
85034,GLENMAGGIE WEIR,VIC,566.8,629.8,37.5,81,-37.91,146.80,95
85041,INVERLOCH,VIC,545.6,917.5,0.0,56,-38.61,145.71,50
85042,JINDIVICK,VIC,789.0,1140.8,0.0,114,-38.03,145.90,266
85063,MOUNT BEST (UPPER TOORA),VIC,920.8,1144.0,11.7,112,-38.61,146.32,235
85072,EAST SALE,VIC,469.8,591.5,22.2,82,-38.12,147.13,5
85096,WILSONS PROMONTORY LIGHTHOUSE,VIC,1001.8,1048.1,44.3,123,-39.13,146.42,95
85099,POUND CREEK,VIC,640.8,845.6,-1.0,16,-38.63,145.81,3
85151,YARRAM AIRPORT,VIC,529.2,622.0,-1.0,18,-38.56,146.75,18
85166,STRATFORD,VIC,533.9,626.3,26.1,47,-37.96,147.08,25
85168,BRIAGOLONG,VIC,607.8,683.4,33.3,40,-37.83,147.08,55
85179,BULN BULN,VIC,684.4,1030.4,0.0,41,-38.10,145.96,195
85238,ERICA (PARKERS CORNER),VIC,799.8,1124.3,1.7,60,-37.95,146.39,483
85270,MITCHELL RIVER @ GLENALADALE,VIC,585.8,691.5,15.0,21,-37.76,147.37,40
85279,BAIRNSDALE AIRPORT,VIC,512.6,648.0,17.1,42,-37.88,147.57,49
85280,MORWELL (LATROBE VALLEY AIRPORT),VIC,566.8,736.0,8.6,36,-38.21,146.47,56
85281,TRARALGON CREEK AT KOORNALLA,VIC,623.2,764.9,0.0,20,-38.32,146.53,90
85288,MOUNT TAMBORITHA,VIC,868.2,891.8,45.5,23,-37.47,146.69,1446
85289,MURDERERS HILL,VIC,824.6,929.7,30.8,27,-37.85,146.56,720
85291,MOUNT BAW BAW,VIC,1806.2,1762.3,-1.0,19,-37.84,146.27,1561
85293,CAPE LIPTRAP (ILLAWONG),VIC,632.0,898.5,-1.0,18,-38.90,145.94,95
85296,MOUNT MOORNAPA,VIC,992.0,883.5,69.2,27,-37.75,147.14,480
85297,MAFFRA,VIC,472.9,536.5,42.9,22,-37.97,146.99,40
85302,TAMBORITHA-MOROKA (SNOWY RANGE),VIC,1012.4,1068.5,-1.0,10,-37.29,146.72,-999
85303,REEVES KNOB,VIC,1561.8,1208.5,85.7,22,-37.53,147.01,-999
85307,JEERALANG NORTH,VIC,637.2,798.0,-1.0,14,-38.35,146.44,606
85308,THORPDALE PEAK,VIC,586.0,835.8,-1.0,14,-38.31,146.21,360
85309,MOE SOUTH,VIC,617.0,990.0,-1.0,13,-38.22,146.25,365
85310,YARRAGON SOUTH,VIC,835.8,1123.3,-1.0,11,-38.27,146.09,413
85313,NILMA NORTH (WARRAGUL),VIC,643.6,887.3,-1.0,10,-38.13,145.99,134
85314,EAST SALE AIRPORT,VIC,494.2,581.6,-1.0,8,-38.10,147.14,5
86020,CHELTENHAM KINGSTON CENTRE,VIC,318.8,734.2,0.0,95,-37.96,145.08,39
86035,ELTHAM,VIC,451.0,737.3,0.0,99,-37.70,145.16,44
86038,ESSENDON AIRPORT,VIC,471.2,583.5,14.5,77,-37.73,144.91,78
86068,VIEWBANK,VIC,510.6,669.6,13.6,23,-37.74,145.10,66
86072,MONBULK (SPRING ROAD),VIC,878.5,1155.1,-1.0,12,-37.88,145.42,-999
86074,MITCHAM,VIC,546.0,846.9,0.0,82,-37.82,145.19,155
86077,MOORABBIN AIRPORT,VIC,465.2,703.5,1.5,69,-37.98,145.10,12
86088,OAKLEIGH (METROPOLITAN GOLF CLUB),VIC,517.8,738.1,5.2,97,-37.91,145.09,81
86096,PRESTON RESERVOIR,VIC,384.4,662.5,0.0,109,-37.72,145.01,94
86104,SCORESBY RESEARCH INSTITUTE,VIC,516.0,853.5,3.1,66,-37.87,145.26,80
86111,SPRINGVALE NECROPOLIS,VIC,542.7,845.2,1.6,62,-37.94,145.18,73
86117,TOOROURRONG RESERVOIR (TOOROURRONG),VIC,566.4,787.4,8.9,124,-37.48,145.15,219
86127,WONTHAGGI,VIC,688.6,935.9,2.8,109,-38.61,145.60,52
86131,YAN YEAN,VIC,458.4,671.1,5.1,119,-37.56,145.13,198
86210,BONBEACH (CARRUM (PATTERSON RIVER COUNTR,VIC,450.3,697.3,1.7,59,-38.07,145.13,5
86213,ROSEBUD (COUNTRY CLUB),VIC,595.5,778.6,4.2,72,-38.38,144.90,20
86232,MELBOURNE BOTANICAL GARDENS,VIC,510.0,663.0,14.3,43,-37.83,144.98,29
86297,MOUNT WAVERLEY (RIVERSDALE GOLF CLUB),VIC,462.7,711.4,-1.0,7,-37.87,145.12,92
86305,GREENVALE RESERVOIR,VIC,354.2,593.2,0.0,45,-37.64,144.91,156
86338,MELBOURNE (OLYMPIC PARK),VIC,491.6,569.4,-1.0,11,-37.83,144.98,8
86350,WALLAN,VIC,441.2,679.6,2.8,37,-37.42,144.98,341
86361,CERBERUS,VIC,515.0,715.6,3.1,33,-38.36,145.18,13
86373,RHYLL,VIC,559.6,696.3,13.3,31,-38.46,145.31,13
86374,KINGLAKE WEST,VIC,884.0,1056.1,8.7,24,-37.47,145.26,490
86377,UPPER PLENTY,VIC,572.8,755.5,5.7,36,-37.42,145.08,325
86383,COLDSTREAM,VIC,533.4,752.4,3.7,28,-37.72,145.41,83
86388,FRANKSTON (BALLAM PARK),VIC,543.4,712.0,-1.0,5,-38.15,145.16,59
87016,MOORABOOL RIVER AT MORRISONS,VIC,454.6,540.6,-1.0,11,-37.77,144.10,-999
87017,BLACKWOOD,VIC,872.4,974.5,25.9,113,-37.47,144.31,547
87031,LAVERTON RAAF,VIC,377.0,531.9,6.1,83,-37.86,144.76,20
87042,MEREDITH,VIC,498.2,692.4,6.6,107,-37.83,144.06,355
87043,MEREDITH (DARRA),VIC,463.0,655.2,7.3,125,-37.82,144.15,362
87113,AVALON AIRPORT,VIC,446.6,455.1,57.9,39,-38.03,144.48,11
87118,HESKET (STRAWS LANE),VIC,646.1,892.6,4.2,49,-37.35,144.61,650
87135,BARWON HEADS GOLF CLUB,VIC,482.5,555.2,22.7,23,-38.28,144.48,8
87162,GNARWARRE (BARWON RIVER AT POLLOCKSFORD),VIC,475.2,450.0,-1.0,18,-38.14,144.19,40
87168,SHEOAKS,VIC,402.4,501.5,14.3,29,-37.91,144.13,237
87175,NEWHAM (COBAW),VIC,575.0,729.7,25.0,21,-37.27,144.60,530
87178,OCEAN GROVE,VIC,492.3,630.4,-1.0,15,-38.25,144.51,40
87184,BREAKWATER (GEELONG RACECOURSE),VIC,513.6,525.6,-1.0,13,-38.17,144.38,13
87185,POINT COOK RAAF,VIC,356.4,472.0,-1.0,3,-37.93,144.76,3
87186,BALLAN (OLD MELBOURNE ROAD),VIC,482.0,636.0,-1.0,2,-37.59,144.19,517
88001,ALEXANDRA (POST OFFICE),VIC,562.9,709.5,11.2,108,-37.19,145.71,221
88009,CAIRN CURRAN RESERVOIR,VIC,315.6,482.6,4.2,73,-36.99,143.97,219
88010,WILLOWMAVIN (AVALON STATION),VIC,598.6,680.8,40.9,23,-37.25,144.86,381
88015,CLUNES,VIC,415.2,584.2,6.5,124,-37.30,143.78,332
88023,LAKE EILDON,VIC,691.8,849.4,19.3,120,-37.23,145.91,230
88029,HEATHCOTE,VIC,456.4,571.1,21.3,123,-36.96,144.70,311
88043,MARYBOROUGH,VIC,373.9,528.3,8.1,124,-37.06,143.73,249
88051,REDESDALE,VIC,447.4,574.5,18.8,102,-37.02,144.52,290
88053,SEYMOUR SHIRE DEPOT,VIC,493.6,590.6,24.5,107,-37.03,145.15,145
88060,KINGLAKE WEST (WALLABY CREEK),VIC,771.0,1178.5,1.7,119,-37.45,145.21,488
88061,WOODEND,VIC,659.0,810.7,17.2,100,-37.36,144.54,560
88064,MOLLISONS CK AT PYALONG,VIC,573.2,618.5,-1.0,19,-37.12,144.86,247
88067,YEA,VIC,515.0,636.0,14.8,116,-37.22,145.43,196
88071,BULLARTO SOUTH,VIC,681.8,772.9,-1.0,18,-37.42,144.21,790
88103,MARYSVILLE GOLF COURSE,VIC,989.6,1089.3,-1.0,16,-37.50,145.75,400
88108,VAUGHAN,VIC,469.9,621.5,14.0,58,-37.16,144.21,277
88109,MANGALORE AIRPORT,VIC,403.2,566.1,6.6,62,-36.89,145.19,141
88110,CASTLEMAINE PRISON,VIC,496.0,599.4,20.4,50,-37.08,144.24,330
88121,HIGH CAMP (LANNERMOOR),VIC,495.6,619.2,21.7,47,-37.14,144.93,250
88123,KYNETON,VIC,506.3,763.1,4.0,51,-37.25,144.44,526
88124,TABILK (TAHBILK WINERY),VIC,431.9,584.4,13.9,44,-36.83,145.09,131
88126,GOULBURN RIVER @ SEYMOUR,VIC,422.2,572.0,-1.0,18,-37.02,145.11,140
88154,GLENBURN (HIGHWOOD TBRG),VIC,546.2,769.0,-1.0,8,-37.39,145.48,313
88162,WALLAN (KILMORE GAP),VIC,526.2,688.0,10.3,30,-37.38,144.97,528
88164,EILDON FIRE TOWER,VIC,581.4,660.7,30.8,27,-37.21,145.84,637
88166,PUCKAPUNYAL WEST (DEFENCE),VIC,556.4,603.5,-1.0,7,-37.02,144.85,293
88167,PUCKAPUNYAL LYON HILL (DEFENCE),VIC,421.4,582.1,-1.0,7,-36.94,145.05,193
88169,MALMSBURY (BALDRY ST),VIC,214.6,214.6,-1.0,1,-37.18,144.39,472
89002,BALLARAT AERODROME,VIC,461.4,685.3,0.9,115,-37.51,143.79,435
89018,LISMORE (POST OFFICE),VIC,520.2,625.1,15.8,102,-37.95,143.34,178
89019,MIRRANATWA (BOWACKA),VIC,513.6,666.6,8.3,121,-37.40,142.38,248
89022,MOUTAJUP,VIC,467.0,640.4,3.4,118,-37.65,142.23,221
89033,WICKLIFFE,VIC,349.4,556.8,0.8,120,-37.69,142.73,222
89034,WILLAURA (MAIN STREET),VIC,327.4,540.9,2.9,106,-37.55,142.74,250
89045,BUANGOR (BIRANGA),VIC,433.7,638.9,1.8,56,-37.41,143.06,395
89068,ROKEWOOD,VIC,502.8,560.9,20.7,59,-37.90,143.72,177
89074,DERRINALLUM (POST OFFICE),VIC,525.6,646.6,2.9,69,-37.95,143.22,177
89084,WARRAMBINE CK AT WARRAMBINE,VIC,411.0,427.9,-1.0,19,-37.93,143.87,180
89085,ARARAT PRISON,VIC,485.5,581.5,21.8,56,-37.28,142.98,295
89103,DERRINALLUM (CRAIGMORE),VIC,461.8,568.8,10.7,123,-37.97,143.22,173
89112,WESTMERE,VIC,346.4,505.1,-1.0,17,-37.71,142.94,226
90001,APOLLO BAY,VIC,753.7,1059.1,1.7,116,-38.75,143.66,21
90005,BEEAC (POST OFFICE),VIC,483.0,610.7,10.1,110,-38.20,143.64,120
90015,CAPE OTWAY LIGHTHOUSE,VIC,744.8,899.2,14.9,122,-38.86,143.51,80
90021,COBDEN (POST OFFICE),VIC,601.0,836.1,2.5,123,-38.33,143.08,134
90022,COLAC AIRPORT,VIC,495.0,595.6,8.7,24,-38.28,143.66,122
90060,NULLAWARRE,VIC,730.8,876.6,10.3,118,-38.47,142.75,55
90063,PENSHURST (POST OFFICE),VIC,495.7,716.9,3.3,121,-37.88,142.29,233
90070,PORTLAND,VIC,705.2,826.5,14.8,102,-38.38,141.61,55
90077,TERANG,VIC,564.8,780.0,2.5,120,-38.24,142.92,131
90147,COLAC (SHIRE OFFICE),VIC,492.5,722.3,3.8,107,-38.34,143.58,134
90167,WINCHELSEA (POST OFFICE),VIC,416.8,547.8,8.3,109,-38.24,143.99,85
90171,PORTLAND (CASHMORE AIRPORT),VIC,845.6,837.8,50.0,43,-38.31,141.47,81
90173,HAMILTON AIRPORT,VIC,516.8,612.7,12.5,41,-37.65,142.06,241
90175,PORT FAIRY AWS,VIC,596.6,671.7,27.6,30,-38.39,142.23,10
90176,MORTLAKE RACECOURSE,VIC,486.6,583.1,16.7,31,-38.07,142.77,130
90180,AIREYS INLET,VIC,486.4,621.2,7.4,28,-38.46,144.09,105
90183,HAINES JUNCTION (MOUNT SABINE),VIC,1287.7,1393.5,38.1,22,-38.63,143.73,583
90184,CAPE NELSON LIGHTHOUSE,VIC,725.4,704.9,55.2,30,-38.43,141.54,45
90185,LORNE (MOUNT COWLEY),VIC,1092.0,1214.3,19.1,22,-38.55,143.86,657
90186,WARRNAMBOOL AIRPORT NDB,VIC,570.2,731.0,0.0,26,-38.29,142.45,71
90187,BOONAH,VIC,728.0,825.2,-1.0,19,-38.41,143.98,-999
90188,BENWERRIN,VIC,984.2,1005.3,-1.0,18,-38.48,143.91,-999
90194,DARTMOOR,VIC,709.6,731.8,-1.0,15,-37.92,141.26,51
90197,MOUNT RICHMOND (BLACKS ROAD),VIC,918.8,1026.3,-1.0,2,-38.15,141.38,131
91039,NORTHDOWN (HAMLEY),TAS,697.6,795.8,31.3,100,-41.18,146.48,75
91055,LORINNA,TAS,1024.9,1339.9,3.3,62,-41.54,146.14,259
91072,LAUNCESTON (KINGS MEADOWS),TAS,592.8,690.5,22.4,77,-41.47,147.16,67
91107,WYNYARD AIRPORT,TAS,749.6,976.0,2.0,50,-41.00,145.73,12
91109,YOLLA (SEA VIEW),TAS,1209.4,1440.8,17.7,114,-41.14,145.71,343
91126,DEVONPORT AIRPORT,TAS,658.8,760.9,23.3,61,-41.17,146.43,8
91153,BARRINGTON POST OFFICE,TAS,1011.5,1121.8,35.2,55,-41.34,146.28,264
91194,MOUNT VICTORIA (UNA PLAIN),TAS,1437.2,1774.2,16.7,25,-41.35,147.80,710
91198,MOUNT BARROW (SOUTH BARROW),TAS,1137.2,1687.9,-1.0,12,-41.39,147.42,1313
91219,SCOTTSDALE (WEST MINSTONE ROAD),TAS,846.2,971.1,21.6,52,-41.17,147.49,198
91223,MARRAWAH,TAS,1017.1,1069.1,34.6,53,-40.91,144.71,107
91227,DELORAINE RAILWAY BRIDGE (MEANDER RIVER),TAS,847.0,829.9,-1.0,17,-41.53,146.66,240
91236,WESTBURY (BIRRALEE ROAD),TAS,602.1,755.1,13.5,38,-41.51,146.83,186
91237,LAUNCESTON (TI TREE BEND),TAS,582.1,674.3,12.2,42,-41.42,147.12,5
91255,DEVIOT JETTY,TAS,885.6,811.8,75.0,21,-41.23,146.93,40
91260,STRATHBRIDGE (MEANDER RIVER),TAS,659.6,648.6,-1.0,15,-41.49,146.90,160
91263,CORRA LINN (NORTH ESK RIVER),TAS,581.6,625.7,-1.0,16,-41.49,147.23,41
91266,KIMBERLEY (MERSEY RIVER),TAS,816.8,891.3,-1.0,16,-41.40,146.50,60
91267,MEANDER (MEANDER RIVER),TAS,771.8,966.0,5.0,21,-41.65,146.62,292
91271,NUNAMARA OFFTAKE (ST PATRICKS RIVER),TAS,848.2,1037.2,-1.0,13,-41.40,147.30,351
91290,GOLDEN VALLEY (BRODIES ROAD),TAS,753.4,946.6,12.0,26,-41.63,146.70,487
91292,SMITHTON AERODROME,TAS,714.6,909.3,0.0,25,-40.83,145.08,8
91293,LOW HEAD,TAS,638.2,676.9,32.0,26,-41.05,146.79,3
91303,WESTWOOD BRIDGE (MEANDER RIVER),TAS,537.6,589.4,-1.0,11,-41.52,147.03,137
91311,LAUNCESTON AIRPORT,TAS,560.6,616.8,20.0,21,-41.55,147.22,167
91312,ERRIBA (JUBB ROAD),TAS,1130.2,1499.5,0.0,24,-41.44,146.12,573
91321,LOONGANA (SERENDIPITY),TAS,1456.2,1717.7,4.0,26,-41.40,145.93,468
91325,HUMMOCKY HILLS,TAS,476.2,534.0,-1.0,11,-41.73,147.24,477
91326,DEDDINGTON (NILE RIVER),TAS,567.0,678.1,-1.0,13,-41.60,147.41,240
91331,CAPE GRIM,TAS,742.8,871.6,-1.0,14,-40.68,144.69,86
91332,RAILTON (DOWBIGGIN STREET),TAS,983.0,1056.0,40.0,21,-41.35,146.42,75
91338,MOUNT ARTHUR SUMMIT,TAS,1029.4,1132.4,-1.0,6,-41.28,147.29,1180
91341,GLENGARRY (HUNDRED ACRE WOOD),TAS,750.8,869.3,-1.0,12,-41.34,146.90,125
91348,PIPERS RIVER (BAY OF FIRES),TAS,839.9,891.8,-1.0,16,-41.11,147.10,70
91351,GLENGARRY (GINNS ROAD),TAS,956.2,1088.2,-1.0,18,-41.38,146.82,217
91355,BURNIE (PARK GROVE),TAS,822.8,942.9,-1.0,16,-41.05,145.88,99
91364,BOAT HARBOUR,TAS,871.6,1002.5,-1.0,10,-40.93,145.60,184
91365,SPRENT,TAS,981.4,1097.9,-1.0,13,-41.26,146.16,270
91366,JACKEYS MARSH,TAS,979.5,1240.3,-1.0,11,-41.68,146.68,489
91375,CRESSY (BRUMBYS CREEK),TAS,528.0,557.8,-1.0,2,-41.71,147.08,152
92020,LEWIS HILL (ST PAULS RIVER),TAS,481.0,623.8,19.3,89,-41.82,147.96,229
92030,PIONEER (MAIN ROAD),TAS,698.4,953.4,2.7,111,-41.08,147.94,120
92045,LARAPUNA (EDDYSTONE POINT),TAS,520.0,752.6,6.4,111,-40.99,148.35,20
92051,PYENGANA (FOREST LODGE ROAD),TAS,1228.4,1258.9,51.9,55,-41.27,147.95,155
92079,TOOMS LAKE (TOOMS RIVER),TAS,505.4,605.4,23.9,47,-42.21,147.78,469
92109,UPPER BLESSINGTON,TAS,711.4,901.6,-1.0,9,-41.46,147.57,440
92111,UPPER ESK (SOUTH ESK RIVER),TAS,1026.2,1094.9,-1.0,18,-41.43,147.72,362
92114,FRIENDLY BEACHES,TAS,630.6,710.1,35.0,21,-42.00,148.28,55
92120,ST HELENS AERODROME,TAS,607.8,712.6,20.0,21,-41.34,148.28,48
92123,SWAN ISLAND,TAS,457.0,620.4,-1.0,17,-40.73,148.13,15
92124,MARIA ISLAND (POINT LESUEUR),TAS,426.4,530.6,-1.0,18,-42.66,148.02,28
92141,GRAY (DALMAYNE RD),TAS,1048.6,1275.6,-1.0,14,-41.63,148.23,384
92144,MONAMETA (MATHINNA RD),TAS,598.6,725.7,-1.0,10,-41.55,147.99,250
92146,LAKE LEAKE (FWS),TAS,580.2,649.3,-1.0,8,-42.01,147.80,570
92148,SWANSEA (FRANCIS STREET),TAS,525.0,552.6,-1.0,14,-42.14,148.07,19
92149,GRINDSTONE POINT,TAS,443.8,540.4,-1.0,11,-42.45,147.98,10
92153,COPPING (YAXLEY ESTATE),TAS,595.4,702.7,-1.0,7,-42.82,147.79,150
92154,LITTLE SWANPORT (LISDILLON FARM),TAS,509.0,544.8,-1.0,12,-42.29,148.00,20
92155,BUCKLAND (BROCKLEY ROAD),TAS,355.0,600.5,-1.0,12,-42.58,147.78,77
92157,TRIABUNNA (SALMONS FLATS),TAS,476.8,571.5,-1.0,10,-42.51,147.90,13
92158,NUGENT (TWILIGHT VALLEY TBRG),TAS,612.2,786.1,-1.0,12,-42.72,147.75,318
92163,FINGAL (FLEMING ST),TAS,473.8,514.1,-1.0,2,-41.64,147.98,255
93044,LLEWELLYN (SOUTH ESK RIVER),TAS,435.6,508.2,4.8,22,-41.82,147.57,180
93046,BIRRALEE CREEK,TAS,448.6,523.3,-1.0,16,-42.31,147.57,390
93049,MOUNT SEYMOUR,TAS,477.6,577.5,-1.0,19,-42.37,147.46,628
93052,MOUNT MORRISTON (MACQUARIE RIVER),TAS,339.0,473.1,-1.0,13,-42.16,147.58,218
93053,ROSS (THE BOULEVARDS),TAS,402.2,487.3,10.7,29,-42.03,147.50,186
93058,YORK PLAINS (INVERELL),TAS,365.8,510.5,-1.0,15,-42.26,147.43,375
93059,FOSTERVILLE,TAS,401.6,450.1,-1.0,12,-41.93,147.43,177
94020,DOVER,TAS,750.2,866.4,19.8,82,-43.33,147.00,20
94022,FORT DIRECTION,TAS,458.4,522.4,29.0,63,-43.04,147.41,26
94029,HOBART (ELLERSLIE ROAD),TAS,516.2,611.9,25.2,124,-42.89,147.33,51
94040,LYMINGTON (FATTYS LANE),TAS,631.9,776.9,9.9,92,-43.20,147.07,26
94041,MAATSUYKER ISLAND LIGHTHOUSE,TAS,928.5,1242.4,5.0,121,-43.66,146.27,147
94048,OPOSSUM BAY,TAS,501.1,542.1,48.8,85,-43.00,147.41,35
94064,WATTLE HILL,TAS,485.8,657.7,8.0,89,-42.76,147.62,104
94068,WOODBRIDGE,TAS,749.8,895.0,14.1,72,-43.15,147.24,3
94071,EAGLEHAWK NECK (JETTY ROAD),TAS,647.4,877.7,5.8,88,-43.02,147.91,12
94087,KUNANYI (MOUNT WELLINGTON PINNACLE),TAS,808.2,931.8,47.6,22,-42.90,147.24,1261
94111,TAROONA (TAROONA CRESCENT),TAS,551.0,621.0,28.6,57,-42.95,147.35,20
94125,MARGATE (SUNNYSIDE),TAS,665.0,736.5,32.7,53,-43.02,147.25,24
94155,TASMAN ISLAND,TAS,738.6,786.8,-1.0,17,-43.24,148.00,240
94172,TEA TREE (THE POINT),TAS,501.0,556.5,28.9,39,-42.65,147.36,345
94175,LUCASTON (BAKERS CREEK ROAD),TAS,789.4,844.0,30.2,44,-42.97,147.04,127
94182,BELOW CRAIGBOURNE DAM (COAL RIVER),TAS,384.6,517.1,-1.0,11,-42.56,147.40,150
94185,NIERINNA (CUTHBERTS ROAD),TAS,837.4,924.5,24.0,26,-43.03,147.21,167
94191,HARTZ MOUNTAIN (KEOGHS PIMPLE),TAS,1109.4,1118.7,-1.0,16,-43.20,146.77,831
94195,TUNNACK FIRE STATION,TAS,404.6,622.6,4.5,23,-42.45,147.46,462
94198,CAPE BRUNY (CAPE BRUNY),TAS,688.6,759.2,4.5,23,-43.49,147.14,60
94204,TEA TREE POINT,TAS,492.4,553.9,-1.0,15,-42.65,147.36,350
94212,CAMPANIA (KINCORA),TAS,459.8,476.6,35.0,21,-42.69,147.43,45
94213,FORTESCUE BAY,TAS,854.1,973.1,-1.0,6,-43.15,147.96,25
94220,GROVE (RESEARCH STATION),TAS,697.8,728.9,35.0,21,-42.98,147.08,65
94231,LONGLEY (RIVER BEND ROAD),TAS,947.4,983.8,57.9,20,-42.96,147.20,237
94237,MOUNTAIN RIVER,TAS,854.0,938.2,-1.0,16,-42.94,147.14,170
94239,LESLIE VALE,TAS,856.6,900.7,-1.0,19,-42.96,147.24,305
94248,SORELL (ABBATOIRS),TAS,378.0,437.8,-1.0,11,-42.80,147.56,10
94249,CRABTREE (STONEY CREEK FARM),TAS,880.5,987.0,-1.0,11,-42.93,147.04,249
94250,HOBART AIRPORT EAST,TAS,356.2,444.3,-1.0,8,-42.83,147.51,2
94252,SOUTH HOBART (HILLBOROUGH ROAD),TAS,711.1,777.5,-1.0,14,-42.90,147.30,160
94254,DUNALLEY (STROUD POINT),TAS,456.2,542.8,-1.0,11,-42.90,147.79,12
94255,DENNES POINT,TAS,444.4,514.5,-1.0,12,-43.06,147.36,6
94258,CLAREMONT (GILLIES ROAD),TAS,539.4,581.5,-1.0,12,-42.77,147.23,95
94261,FRANKLIN (SOUTH),TAS,802.4,853.2,-1.0,11,-43.12,146.99,33
94263,ABELS BAY (SANDREEF ROAD),TAS,668.2,693.6,-1.0,10,-43.23,147.10,30
94270,NUBEENA (MARYS ROAD),TAS,577.1,710.1,-1.0,7,-43.09,147.73,72
94274,FERN TREE (WESTRINGA ROAD),TAS,1100.4,1193.8,-1.0,5,-42.93,147.25,401
94275,CLIFTON BEACH (CAPE DESLACS TBRG),TAS,397.8,416.5,-1.0,3,-42.97,147.53,-999
94279,HOBART AIRPORT (SECONDARY),TAS,350.0,350.0,-1.0,1,-42.85,147.53,5
95003,BUSHY PARK (BUSHY PARK ESTATES),TAS,459.8,565.6,15.8,121,-42.71,146.90,27
95046,BOTHWELL (CLYDE RIVER),TAS,366.4,406.9,-1.0,13,-42.38,147.00,350
95047,WAYATINAH (SALTAS),TAS,932.1,1268.6,-1.0,14,-42.39,146.49,240
95048,OUSE FIRE STATION,TAS,494.2,522.6,42.9,22,-42.48,146.71,90
95059,TIM SHEA (SUMMIT),TAS,1427.8,1568.9,-1.0,12,-42.72,146.47,925
95079,LACHLAN (WILLIAMS ROAD),TAS,649.0,774.3,-1.0,13,-42.85,147.03,168
95081,NEW NORFOLK (WEST),TAS,520.2,526.0,-1.0,17,-42.78,147.03,10
96003,BUTLERS GORGE,TAS,1303.4,1659.7,7.3,70,-42.28,146.28,667
96033,LIAWENEE,TAS,831.2,915.0,-1.0,19,-41.90,146.67,1057
96038,VERWOOD (ISIS RIVER),TAS,454.0,619.5,-1.0,8,-42.06,147.29,308
96069,DERWENT BRIDGE,TAS,1233.6,1351.2,-1.0,13,-42.13,146.22,727
